ID,x,y,z,nx,ny,nz,s
246,-0.048687842,-0.432890385,0.184096559,-0.135158,-0.683708,0.71713,0.000594857
247,0.048687842,-0.432890385,-0.184096559,0.135158,-0.683708,-0.71713,0.000594857
248,-0.078459731,-0.432332949,0.1771546,-0.209257,-0.687204,0.695674,0.000476932
249,0.078459731,-0.432332949,-0.1771546,0.209257,-0.687204,-0.695674,0.000476932
250,-0.133398289,-0.432019982,0.153692714,-0.357599,-0.690597,0.628649,0.000526167
251,0.133398289,-0.432019982,-0.153692714,0.357599,-0.690597,-0.628649,0.000526167
252,-0.047572853,-0.43173536,-0.185262213,-0.146236,-0.680688,-0.71783,0.000728801
253,0.047572853,-0.43173536,0.185262213,0.146236,-0.680688,0.71783,0.000728801
254,-0.246512781,-0.430171706,0.011017745,-0.645871,-0.757248,0.0970835,0.000662019
255,0.246512781,-0.430171706,-0.011017745,0.645871,-0.757248,-0.0970835,0.000662019
256,-0.154383603,-0.429522152,-0.142972713,-0.407458,-0.687333,-0.601291,0.000944892
257,0.154383603,-0.429522152,0.142972713,0.407458,-0.687333,0.601291,0.000944892
258,-0.019490395,-0.428985975,0.191833336,-0.0518935,-0.677993,0.733235,0.000595154
259,0.019490395,-0.428985975,-0.191833336,0.0518935,-0.677993,-0.733235,0.000595154
260,-0.181114516,-0.427804968,0.124668285,-0.466811,-0.713032,0.523138,0.000843686
261,0.181114516,-0.427804968,-0.124668285,0.466811,-0.713032,-0.523138,0.000843686
262,-0.249387353,-0.426537748,-0.015309512,-0.643608,-0.754595,-0.127889,0.000923131
263,0.249387353,-0.426537748,0.015309512,0.643608,-0.754595,0.127889,0.000923131
264,-0.093869629,-0.425538616,-0.178397019,-0.246085,-0.684012,-0.686709,0.00074869
265,0.093869629,-0.425538616,0.178397019,0.246085,-0.684012,0.686709,0.00074869
266,-0.067885348,-0.42487489,0.187364406,-0.190365,-0.677404,0.710553,0.000589183
267,0.067885348,-0.42487489,-0.187364406,0.190365,-0.677404,-0.710553,0.000589183
268,-0.109823971,-0.42435879,0.173512374,-0.283823,-0.681642,0.674395,0.000476209
269,0.109823971,-0.42435879,-0.173512374,0.283823,-0.681642,-0.674395,0.000476209
270,-0.166967233,-0.424050547,0.141196478,-0.42754,-0.689912,0.58415,0.000526887
271,0.166967233,-0.424050547,-0.141196478,0.42754,-0.689912,-0.58415,0.000526887
272,-0.038946424,-0.421903476,0.196116849,-0.118257,-0.673965,0.729237,0.000596449
273,0.038946424,-0.421903476,-0.196116849,0.118257,-0.673965,-0.729237,0.000596449
